iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
THA,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.220079,
THA,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.220084,
TJK,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.220176,
TJK,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.220181,
TKL,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,co2,0,tonnes,annual,2022-10-10 17:13:05.220261,
TKL,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.220269,
TKL,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.220275,
TKL,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,co2e_100yr,0,tonnes,annual,2022-10-10 17:13:05.220281,
TKL,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,co2e_20yr,0,tonnes,annual,2022-10-10 17:13:05.220285,
TKM,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.220363,
TKM,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.220368,
TLS,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.220457,
TLS,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.220462,
TON,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.220549,
TON,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.220556,
TTO,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.220653,
TTO,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.220658,
TUN,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.220748,
TUN,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.220753,
TUR,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.220841,
TUR,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.220847,
TUV,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,co2,0,tonnes,annual,2022-10-10 17:13:05.220927,
TUV,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.220932,
TUV,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.220937,
TUV,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,co2e_100yr,0,tonnes,annual,2022-10-10 17:13:05.220944,
TUV,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,co2e_20yr,0,tonnes,annual,2022-10-10 17:13:05.220949,
TWN,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.221025,
TWN,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.221031,
TZA,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.221238,
TZA,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.22125,
UGA,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.221386,
UGA,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.221394,
UKR,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.221483,
UKR,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.221488,
UMI,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.221579,
UMI,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.221584,
URY,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.221667,
URY,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.221673,
USA,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.221759,
USA,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.221764,
UZB,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.221849,
UZB,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.221854,
VCT,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.221941,
VCT,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.221946,
VEN,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.222033,
VEN,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.222039,
VGB,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.222122,
VGB,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.222128,
VIR,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.222217,
VIR,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.222222,
VNM,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.222306,
VNM,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.222314,
VUT,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.222404,
VUT,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.222409,
WLF,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,co2,0,tonnes,annual,2022-10-10 17:13:05.222489,
WLF,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.222494,
WLF,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.222499,
WLF,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,co2e_100yr,0,tonnes,annual,2022-10-10 17:13:05.222504,
WLF,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,co2e_20yr,0,tonnes,annual,2022-10-10 17:13:05.222511,
WSM,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,co2,0,tonnes,annual,2022-10-10 17:13:05.222586,
WSM,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.222591,
WSM,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.222596,
WSM,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,co2e_100yr,0,tonnes,annual,2022-10-10 17:13:05.222601,
WSM,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,co2e_20yr,0,tonnes,annual,2022-10-10 17:13:05.222606,
XKX,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.222678,
XKX,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.222683,
XKX,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,co2,-176083.98395228875,tonnes,annual,2022-10-10 17:13:05.222673,2022-10-24 16:24:54.464166
XKX,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-176083.98395228875,tonnes,annual,2022-10-10 17:13:05.222688,2022-10-24 16:24:54.464166
XKX,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-176083.98395228875,tonnes,annual,2022-10-10 17:13:05.222694,2022-10-24 16:24:54.464166
YEM,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.222852,
YEM,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.222856,
ZAF,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.222937,
ZAF,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.222944,
ZMB,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.223029,
ZMB,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.223034,
ZWE,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.223117,
ZWE,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.223122,
VAT,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,co2,,tonnes,annual,2022-10-10 17:13:05.223197,
VAT,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.223202,
VAT,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.223208,
VAT,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,co2e_100yr,,tonnes,annual,2022-10-10 17:13:05.223214,
VAT,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,co2e_20yr,,tonnes,annual,2022-10-10 17:13:05.223219,
ATA,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,co2,,tonnes,annual,2022-10-10 17:13:05.223285,
ATA,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.22329,
ATA,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.223295,
ATA,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,co2e_100yr,,tonnes,annual,2022-10-10 17:13:05.2233,
ATA,2018-01-01 00:00:00,2018-12-31 00:00:00,net-grassland-emissions,co2e_20yr,,tonnes,annual,2022-10-10 17:13:05.223307,
ABW,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.223382,
ABW,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.223388,
AFG,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.223473,
AFG,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.223478,
AGO,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.22356,
AGO,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.223565,
AIA,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.223648,
AIA,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.223653,
ALA,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.223735,
ALA,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.223742,
ALB,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.223823,
ALB,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.223828,
AND,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.22391,
AND,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.223915,
ARE,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.223998,
ARE,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.224003,
ARG,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.224084,
ARG,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.22409,
ARM,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.224172,
ARM,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.224177,
ASM,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,co2,0,tonnes,annual,2022-10-10 17:13:05.224255,
ASM,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.22426,
ASM,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.224265,
ASM,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,co2e_100yr,0,tonnes,annual,2022-10-10 17:13:05.22427,
ASM,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,co2e_20yr,0,tonnes,annual,2022-10-10 17:13:05.224275,
ATF,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.224347,
ATF,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.224352,
ATG,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.224494,
ATG,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.224499,
AUS,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.224589,
AUS,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.224597,
AUT,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.224686,
AUT,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.224691,
AZE,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.224778,
AZE,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.224783,
BDI,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.224874,
BDI,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.224879,
BEL,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.224967,
BEL,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.224972,
BEN,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.22506,
BEN,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.225065,
BES,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.22515,
BES,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.225157,
BFA,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.22525,
BFA,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.225255,
BGD,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.225339,
BGD,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.225344,
BGR,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.225428,
BGR,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.225435,
BHR,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.225518,
BHR,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.225523,
BHS,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.225618,
BHS,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.225623,
BIH,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.225709,
BIH,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.225714,
BLM,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.225988,
BLM,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.225994,
BLR,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.226216,
BLR,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.226222,
BLZ,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.226326,
BLZ,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.226331,
BMU,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,co2,0,tonnes,annual,2022-10-10 17:13:05.226419,
BMU,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.226425,
BMU,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.22643,
BMU,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,co2e_100yr,0,tonnes,annual,2022-10-10 17:13:05.226435,
BMU,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,co2e_20yr,0,tonnes,annual,2022-10-10 17:13:05.22644,
BOL,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.22652,
BOL,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.226525,
BRA,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.226612,
BRA,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.226619,
BRB,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.226709,
BRB,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.226714,
BRN,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.226799,
BRN,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.226805,
BTN,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.226891,
BTN,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.226896,
BVT,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,co2,0,tonnes,annual,2022-10-10 17:13:05.226978,
BVT,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.226983,
BVT,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.226988,
BVT,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,co2e_100yr,0,tonnes,annual,2022-10-10 17:13:05.226993,
BVT,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,co2e_20yr,0,tonnes,annual,2022-10-10 17:13:05.226999,
BWA,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.227078,
BWA,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.227082,
CAF,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.227168,
CAF,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.227173,
CAN,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.227259,
CAN,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.227264,
CCK,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,co2,0,tonnes,annual,2022-10-10 17:13:05.227344,
CCK,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.227349,
CCK,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.227354,
CCK,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,co2e_100yr,0,tonnes,annual,2022-10-10 17:13:05.227359,
CCK,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,co2e_20yr,0,tonnes,annual,2022-10-10 17:13:05.227364,
CHE,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.22744,
CHE,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.227448,
CHL,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.227533,
CHL,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.227538,
CHN,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.227625,
CHN,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.22763,
CIV,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.227714,
CIV,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.22772,
CMR,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.227809,
CMR,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.227814,
COD,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.227905,
COD,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.22791,
COG,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.227994,
COG,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.227999,
COK,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,co2,0,tonnes,annual,2022-10-10 17:13:05.228076,
COK,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,ch4,,tonnes,annual,2022-10-10 17:13:05.228081,
COK,2017-01-01 00:00:00,2017-12-31 00:00:00,net-grassland-emissions,n2o,,tonnes,annual,2022-10-10 17:13:05.228086,
